Inferred	Reused	MQ_Reset_Reval	EQ_Reset_Reval	MQ_Reset	EQ_Reset	Rounds	Qsize	Isize	Success
server_100	server_098m	425	0	708	0	1	10	7	OK
server_098s	server_097	1079	0	1362	0	1	10	7	OK
server_098s	server_100	425	0	708	0	1	10	7	OK
server_098u	server_097	1079	0	1507	321	2	12	7	OK
server_098u	server_098s	425	0	853	296	2	12	7	OK
server_101	server_097	1205	0	1702	256	2	14	7	OK
server_101	server_098u	692	0	1087	0	1	14	7	OK
server_098za	server_097	1079	0	1401	124	2	9	7	OK
server_098za	server_101	692	0	883	0	1	9	7	OK
server_101k	server_097	1079	0	1423	436	2	8	7	OK
server_101k	server_098za	383	0	553	0	1	8	7	OK
server_102	server_097	1079	0	1328	0	1	7	7	OK
server_102	server_101k	398	0	597	0	1	7	7	OK
server_110pre1	server_097	1199	0	1370	0	1	6	7	OK
server_110pre1	server_102	349	0	520	0	1	6	7	OK
server_097c	server_097	1079	0	1573	0	1	14	7	OK
server_097c	server_097	1079	0	1573	0	1	14	7	OK
server_097e	server_097	1079	0	1573	0	1	14	7	OK
server_097e	server_097c	791	0	1285	0	1	14	7	OK
server_098l	server_097	1079	0	1390	0	1	11	7	OK
server_098l	server_097e	890	0	1201	0	1	11	7	OK
server_098m	server_097	1079	0	1362	0	1	10	7	OK
server_098m	server_098l	467	0	750	0	1	10	7	OK
server_100	server_097	1079	0	1362	0	1	10	7	OK
server_100	server_098m	425	0	708	0	1	10	7	OK
server_098s	server_097	1079	0	1362	0	1	10	7	OK
server_098s	server_100	425	0	708	0	1	10	7	OK
server_098u	server_097	1079	0	1506	211	2	12	7	OK
server_098u	server_098s	425	0	852	149	2	12	7	OK
server_101	server_097	1205	0	1703	25	2	14	7	OK
server_101	server_098u	692	0	1087	0	1	14	7	OK
server_098za	server_097	1079	0	1401	780	2	9	7	OK
server_098za	server_101	692	0	883	0	1	9	7	OK
server_101k	server_097	1079	0	1423	313	2	8	7	OK
server_101k	server_098za	383	0	553	0	1	8	7	OK
server_102	server_097	1079	0	1328	0	1	7	7	OK
server_102	server_101k	398	0	597	0	1	7	7	OK
server_110pre1	server_097	1199	0	1370	0	1	6	7	OK
server_110pre1	server_102	349	0	520	0	1	6	7	OK
server_097c	server_097	1079	0	1573	0	1	14	7	OK
server_097c	server_097	1079	0	1573	0	1	14	7	OK
server_097e	server_097	1079	0	1573	0	1	14	7	OK
server_097e	server_097c	791	0	1285	0	1	14	7	OK
server_098l	server_097	1079	0	1390	0	1	11	7	OK
server_098l	server_097e	890	0	1201	0	1	11	7	OK
server_098m	server_097	1079	0	1362	0	1	10	7	OK
server_098m	server_098l	467	0	750	0	1	10	7	OK
server_100	server_097	1079	0	1362	0	1	10	7	OK
server_100	server_098m	425	0	708	0	1	10	7	OK
server_098s	server_097	1079	0	1362	0	1	10	7	OK
server_098s	server_100	425	0	708	0	1	10	7	OK
server_098u	server_097	1079	0	1506	226	2	12	7	OK
server_098u	server_098s	425	0	853	215	2	12	7	OK
server_101	server_097	1205	0	1704	566	2	14	7	OK
server_101	server_098u	692	0	1087	0	1	14	7	OK
server_098za	server_097	1079	0	1401	104	2	9	7	OK
server_098za	server_101	692	0	883	0	1	9	7	OK
server_101k	server_097	1079	0	1423	56	2	8	7	OK
server_101k	server_098za	383	0	553	0	1	8	7	OK
server_102	server_097	1079	0	1328	0	1	7	7	OK
server_102	server_101k	398	0	597	0	1	7	7	OK
server_110pre1	server_097	1199	0	1370	0	1	6	7	OK
server_110pre1	server_102	349	0	520	0	1	6	7	OK
server_097c	server_097	1079	0	1573	0	1	14	7	OK
server_097c	server_097	1079	0	1573	0	1	14	7	OK
server_097e	server_097	1079	0	1573	0	1	14	7	OK
server_097e	server_097c	791	0	1285	0	1	14	7	OK
server_098l	server_097	1079	0	1390	0	1	11	7	OK
server_098l	server_097e	890	0	1201	0	1	11	7	OK
server_098m	server_097	1079	0	1362	0	1	10	7	OK
server_098m	server_098l	467	0	750	0	1	10	7	OK
server_100	server_097	1079	0	1362	0	1	10	7	OK
server_100	server_098m	425	0	708	0	1	10	7	OK
server_098s	server_097	1079	0	1362	0	1	10	7	OK
server_098s	server_100	425	0	708	0	1	10	7	OK
server_098u	server_097	1079	0	1506	396	2	12	7	OK
server_098u	server_098s	425	0	852	12	2	12	7	OK
server_101	server_097	1205	0	1702	68	2	14	7	OK
server_101	server_098u	692	0	1087	0	1	14	7	OK
server_098za	server_097	1079	0	1401	189	2	9	7	OK
server_098za	server_101	692	0	883	0	1	9	7	OK
server_101k	server_097	1079	0	1423	161	2	8	7	OK
server_101k	server_098za	383	0	553	0	1	8	7	OK
server_102	server_097	1079	0	1328	0	1	7	7	OK
server_102	server_101k	398	0	597	0	1	7	7	OK
server_110pre1	server_097	1199	0	1370	0	1	6	7	OK
server_110pre1	server_102	349	0	520	0	1	6	7	OK
server_097c	server_097	1079	0	1573	0	1	14	7	OK
server_097c	server_097	1079	0	1573	0	1	14	7	OK
server_097e	server_097	1079	0	1573	0	1	14	7	OK
server_097e	server_097c	791	0	1285	0	1	14	7	OK
server_098l	server_097	1079	0	1390	0	1	11	7	OK
server_098l	server_097e	890	0	1201	0	1	11	7	OK
server_098m	server_097	1079	0	1362	0	1	10	7	OK
server_098m	server_098l	467	0	750	0	1	10	7	OK
server_100	server_097	1079	0	1362	0	1	10	7	OK
server_100	server_098m	425	0	708	0	1	10	7	OK
server_098s	server_097	1079	0	1362	0	1	10	7	OK
server_098s	server_100	425	0	708	0	1	10	7	OK
server_098u	server_097	1079	0	1507	46	2	12	7	OK
server_098u	server_098s	425	0	852	46	2	12	7	OK
server_101	server_097	1205	0	1702	11	2	14	7	OK
server_101	server_098u	692	0	1087	0	1	14	7	OK
server_098za	server_097	1079	0	1401	156	2	9	7	OK
server_098za	server_101	692	0	883	0	1	9	7	OK
server_101k	server_097	1079	0	1423	351	2	8	7	OK
server_101k	server_098za	383	0	553	0	1	8	7	OK
server_102	server_097	1079	0	1328	0	1	7	7	OK
server_102	server_101k	398	0	597	0	1	7	7	OK
server_110pre1	server_097	1199	0	1370	0	1	6	7	OK
server_110pre1	server_102	349	0	520	0	1	6	7	OK
server_097c	server_097	1079	0	1573	0	1	14	7	OK
server_097c	server_097	1079	0	1573	0	1	14	7	OK
server_097e	server_097	1079	0	1573	0	1	14	7	OK
server_097e	server_097c	791	0	1285	0	1	14	7	OK
server_098l	server_097	1079	0	1390	0	1	11	7	OK
server_098l	server_097e	890	0	1201	0	1	11	7	OK
server_098m	server_097	1079	0	1362	0	1	10	7	OK
server_098m	server_098l	467	0	750	0	1	10	7	OK
server_100	server_097	1079	0	1362	0	1	10	7	OK
server_100	server_098m	425	0	708	0	1	10	7	OK
server_098s	server_097	1079	0	1362	0	1	10	7	OK
server_098s	server_100	425	0	708	0	1	10	7	OK
server_098u	server_097	1079	0	1506	137	2	12	7	OK
server_098u	server_098s	425	0	852	422	2	12	7	OK
server_101	server_097	1205	0	1702	177	2	14	7	OK
server_101	server_098u	692	0	1087	0	1	14	7	OK
server_098za	server_097	1079	0	1402	304	2	9	7	OK
server_098za	server_101	692	0	883	0	1	9	7	OK
server_101k	server_097	1079	0	1423	46	2	8	7	OK
server_101k	server_098za	383	0	553	0	1	8	7	OK
server_102	server_097	1079	0	1328	0	1	7	7	OK
server_102	server_101k	398	0	597	0	1	7	7	OK
server_110pre1	server_097	1199	0	1370	0	1	6	7	OK
server_110pre1	server_102	349	0	520	0	1	6	7	OK
server_097c	server_097	1079	0	1573	0	1	14	7	OK
server_097c	server_097	1079	0	1573	0	1	14	7	OK
server_097e	server_097	1079	0	1573	0	1	14	7	OK
server_097e	server_097c	791	0	1285	0	1	14	7	OK
server_098l	server_097	1079	0	1390	0	1	11	7	OK
server_098l	server_097e	890	0	1201	0	1	11	7	OK
server_098m	server_097	1079	0	1362	0	1	10	7	OK
server_098m	server_098l	467	0	750	0	1	10	7	OK
server_100	server_097	1079	0	1362	0	1	10	7	OK
server_100	server_098m	425	0	708	0	1	10	7	OK
server_098s	server_097	1079	0	1362	0	1	10	7	OK
server_098s	server_100	425	0	708	0	1	10	7	OK
server_098u	server_097	1079	0	1506	39	2	12	7	OK
server_098u	server_098s	425	0	853	331	2	12	7	OK
server_101	server_097	1205	0	1702	216	2	14	7	OK
server_101	server_098u	692	0	1087	0	1	14	7	OK
server_098za	server_097	1079	0	1401	16	2	9	7	OK
server_098za	server_101	692	0	883	0	1	9	7	OK
server_101k	server_097	1079	0	1423	321	2	8	7	OK
server_101k	server_098za	383	0	553	0	1	8	7	OK
server_102	server_097	1079	0	1328	0	1	7	7	OK
server_102	server_101k	398	0	597	0	1	7	7	OK
server_110pre1	server_097	1199	0	1370	0	1	6	7	OK
server_110pre1	server_102	349	0	520	0	1	6	7	OK
server_097c	server_097	1079	0	1573	0	1	14	7	OK
server_097c	server_097	1079	0	1573	0	1	14	7	OK
server_097e	server_097	1079	0	1573	0	1	14	7	OK
server_097e	server_097c	791	0	1285	0	1	14	7	OK
server_098l	server_097	1079	0	1390	0	1	11	7	OK
server_098l	server_097e	890	0	1201	0	1	11	7	OK
server_098m	server_097	1079	0	1362	0	1	10	7	OK
server_098m	server_098l	467	0	750	0	1	10	7	OK
server_100	server_097	1079	0	1362	0	1	10	7	OK
server_100	server_098m	425	0	708	0	1	10	7	OK
server_098s	server_097	1079	0	1362	0	1	10	7	OK
server_098s	server_100	425	0	708	0	1	10	7	OK
server_098u	server_097	1079	0	1506	215	2	12	7	OK
server_098u	server_098s	425	0	853	516	2	12	7	OK
server_101	server_097	1205	0	1702	70	2	14	7	OK
server_101	server_098u	692	0	1087	0	1	14	7	OK
server_098za	server_097	1079	0	1401	167	2	9	7	OK
server_098za	server_101	692	0	883	0	1	9	7	OK
server_101k	server_097	1079	0	1423	167	2	8	7	OK
server_101k	server_098za	383	0	553	0	1	8	7	OK
server_102	server_097	1079	0	1328	0	1	7	7	OK
server_102	server_101k	398	0	597	0	1	7	7	OK
server_110pre1	server_097	1199	0	1370	0	1	6	7	OK
server_110pre1	server_102	349	0	520	0	1	6	7	OK
server_097c	server_097	1079	0	1573	0	1	14	7	OK
server_097c	server_097	1079	0	1573	0	1	14	7	OK
server_097e	server_097	1079	0	1573	0	1	14	7	OK
server_097e	server_097c	791	0	1285	0	1	14	7	OK
server_098l	server_097	1079	0	1390	0	1	11	7	OK
server_098l	server_097e	890	0	1201	0	1	11	7	OK
server_098m	server_097	1079	0	1362	0	1	10	7	OK
server_098m	server_098l	467	0	750	0	1	10	7	OK
server_100	server_097	1079	0	1362	0	1	10	7	OK
server_100	server_098m	425	0	708	0	1	10	7	OK
server_098s	server_097	1079	0	1362	0	1	10	7	OK
server_098s	server_100	425	0	708	0	1	10	7	OK
server_098u	server_097	1079	0	1506	88	2	12	7	OK
server_098u	server_098s	425	0	852	18	2	12	7	OK
server_101	server_097	1205	0	1702	111	2	14	7	OK
server_101	server_098u	692	0	1087	0	1	14	7	OK
server_098za	server_097	1079	0	1401	47	2	9	7	OK
server_098za	server_101	692	0	883	0	1	9	7	OK
server_101k	server_097	1079	0	1424	51	2	8	7	OK
server_101k	server_098za	383	0	553	0	1	8	7	OK
server_102	server_097	1079	0	1328	0	1	7	7	OK
server_102	server_101k	398	0	597	0	1	7	7	OK
server_110pre1	server_097	1199	0	1370	0	1	6	7	OK
server_110pre1	server_102	349	0	520	0	1	6	7	OK
server_097c	server_097	1079	0	1573	0	1	14	7	OK
server_097c	server_097	1079	0	1573	0	1	14	7	OK
server_097e	server_097	1079	0	1573	0	1	14	7	OK
server_097e	server_097c	791	0	1285	0	1	14	7	OK
server_098l	server_097	1079	0	1390	0	1	11	7	OK
server_098l	server_097e	890	0	1201	0	1	11	7	OK
server_098m	server_097	1079	0	1362	0	1	10	7	OK
server_098m	server_098l	467	0	750	0	1	10	7	OK
server_100	server_097	1079	0	1362	0	1	10	7	OK
server_100	server_098m	425	0	708	0	1	10	7	OK
server_098s	server_097	1079	0	1362	0	1	10	7	OK
server_098s	server_100	425	0	708	0	1	10	7	OK
server_098u	server_097	1079	0	1506	74	2	12	7	OK
server_098u	server_098s	425	0	852	19	2	12	7	OK
server_101	server_097	1205	0	1805	1024	3	14	7	OK
server_101	server_098u	692	0	1087	0	1	14	7	OK
server_098za	server_097	1079	0	1401	450	2	9	7	OK
server_098za	server_101	692	0	883	0	1	9	7	OK
server_101k	server_097	1079	0	1423	518	2	8	7	OK
server_101k	server_098za	383	0	553	0	1	8	7	OK
server_102	server_097	1079	0	1328	0	1	7	7	OK
server_102	server_101k	398	0	597	0	1	7	7	OK
server_110pre1	server_097	1199	0	1370	0	1	6	7	OK
server_110pre1	server_102	349	0	520	0	1	6	7	OK
server_097c	server_097	1079	0	1573	0	1	14	7	OK
server_097c	server_097	1079	0	1573	0	1	14	7	OK
server_097e	server_097	1079	0	1573	0	1	14	7	OK
server_097e	server_097c	791	0	1285	0	1	14	7	OK
server_098l	server_097	1079	0	1390	0	1	11	7	OK
server_098l	server_097e	890	0	1201	0	1	11	7	OK
server_098m	server_097	1079	0	1362	0	1	10	7	OK
server_098m	server_098l	467	0	750	0	1	10	7	OK
server_100	server_097	1079	0	1362	0	1	10	7	OK
server_100	server_098m	425	0	708	0	1	10	7	OK
server_098s	server_097	1079	0	1362	0	1	10	7	OK
server_098s	server_100	425	0	708	0	1	10	7	OK
server_098u	server_097	1079	0	1506	3	2	12	7	OK
server_098u	server_098s	425	0	852	165	2	12	7	OK
server_101	server_097	1205	0	1702	199	2	14	7	OK
server_101	server_098u	692	0	1087	0	1	14	7	OK
server_098za	server_097	1079	0	1401	84	2	9	7	OK
server_098za	server_101	692	0	883	0	1	9	7	OK
server_101k	server_097	1079	0	1423	230	2	8	7	OK
server_101k	server_098za	383	0	553	0	1	8	7	OK
server_102	server_097	1079	0	1328	0	1	7	7	OK
server_102	server_101k	398	0	597	0	1	7	7	OK
server_110pre1	server_097	1199	0	1370	0	1	6	7	OK
server_110pre1	server_102	349	0	520	0	1	6	7	OK
server_097c	server_097	1079	0	1573	0	1	14	7	OK
server_097c	server_097	1079	0	1573	0	1	14	7	OK
server_097e	server_097	1079	0	1573	0	1	14	7	OK
server_097e	server_097c	791	0	1285	0	1	14	7	OK
server_098l	server_097	1079	0	1390	0	1	11	7	OK
server_098l	server_097e	890	0	1201	0	1	11	7	OK
server_098m	server_097	1079	0	1362	0	1	10	7	OK
server_098m	server_098l	467	0	750	0	1	10	7	OK
server_100	server_097	1079	0	1362	0	1	10	7	OK
server_100	server_098m	425	0	708	0	1	10	7	OK
server_098s	server_097	1079	0	1362	0	1	10	7	OK
server_098s	server_100	425	0	708	0	1	10	7	OK
server_098u	server_097	1079	0	1506	92	2	12	7	OK
server_098u	server_098s	425	0	852	534	2	12	7	OK
server_101	server_097	1205	0	1702	176	2	14	7	OK
server_101	server_098u	692	0	1087	0	1	14	7	OK
server_098za	server_097	1079	0	1401	159	2	9	7	OK
server_098za	server_101	692	0	883	0	1	9	7	OK
server_101k	server_097	1079	0	1423	82	2	8	7	OK
server_101k	server_098za	383	0	553	0	1	8	7	OK
server_102	server_097	1079	0	1328	0	1	7	7	OK
server_102	server_101k	398	0	597	0	1	7	7	OK
server_110pre1	server_097	1199	0	1370	0	1	6	7	OK
server_110pre1	server_102	349	0	520	0	1	6	7	OK
server_097c	server_097	1079	0	1573	0	1	14	7	OK
server_097c	server_097	1079	0	1573	0	1	14	7	OK
server_097e	server_097	1079	0	1573	0	1	14	7	OK
server_097e	server_097c	791	0	1285	0	1	14	7	OK
server_098l	server_097	1079	0	1390	0	1	11	7	OK
server_098l	server_097e	890	0	1201	0	1	11	7	OK
server_098m	server_097	1079	0	1362	0	1	10	7	OK
server_098m	server_098l	467	0	750	0	1	10	7	OK
server_100	server_097	1079	0	1362	0	1	10	7	OK
server_100	server_098m	425	0	708	0	1	10	7	OK
server_098s	server_097	1079	0	1362	0	1	10	7	OK
server_098s	server_100	425	0	708	0	1	10	7	OK
server_098u	server_097	1079	0	1594	882	3	12	7	OK
server_098u	server_098s	425	0	852	186	2	12	7	OK
server_101	server_097	1205	0	1702	72	2	14	7	OK
server_101	server_098u	692	0	1087	0	1	14	7	OK
server_098za	server_097	1079	0	1401	62	2	9	7	OK
server_098za	server_101	692	0	883	0	1	9	7	OK
server_101k	server_097	1079	0	1423	254	2	8	7	OK
server_101k	server_098za	383	0	553	0	1	8	7	OK
server_102	server_097	1079	0	1328	0	1	7	7	OK
server_102	server_101k	398	0	597	0	1	7	7	OK
server_110pre1	server_097	1199	0	1370	0	1	6	7	OK
server_110pre1	server_102	349	0	520	0	1	6	7	OK
server_097c	server_097	1079	0	1573	0	1	14	7	OK
server_097c	server_097	1079	0	1573	0	1	14	7	OK
server_097e	server_097	1079	0	1573	0	1	14	7	OK
server_097e	server_097c	791	0	1285	0	1	14	7	OK
server_098l	server_097	1079	0	1390	0	1	11	7	OK
server_098l	server_097e	890	0	1201	0	1	11	7	OK
server_098m	server_097	1079	0	1362	0	1	10	7	OK
server_098m	server_098l	467	0	750	0	1	10	7	OK
server_100	server_097	1079	0	1362	0	1	10	7	OK
server_100	server_098m	425	0	708	0	1	10	7	OK
server_098s	server_097	1079	0	1362	0	1	10	7	OK
server_098s	server_100	425	0	708	0	1	10	7	OK
server_098u	server_097	1079	0	1506	97	2	12	7	OK
server_098u	server_098s	425	0	852	27	2	12	7	OK
server_101	server_097	1205	0	1702	99	2	14	7	OK
server_101	server_098u	692	0	1087	0	1	14	7	OK
server_098za	server_097	1079	0	1401	178	2	9	7	OK
server_098za	server_101	692	0	883	0	1	9	7	OK
server_101k	server_097	1079	0	1423	78	2	8	7	OK
server_101k	server_098za	383	0	553	0	1	8	7	OK
server_102	server_097	1079	0	1328	0	1	7	7	OK
server_102	server_101k	398	0	597	0	1	7	7	OK
server_110pre1	server_097	1199	0	1370	0	1	6	7	OK
server_110pre1	server_102	349	0	520	0	1	6	7	OK
server_097c	server_097	1079	0	1573	0	1	14	7	OK
server_097c	server_097	1079	0	1573	0	1	14	7	OK
server_097e	server_097	1079	0	1573	0	1	14	7	OK
server_097e	server_097c	791	0	1285	0	1	14	7	OK
server_098l	server_097	1079	0	1390	0	1	11	7	OK
server_098l	server_097e	890	0	1201	0	1	11	7	OK
server_098m	server_097	1079	0	1362	0	1	10	7	OK
server_098m	server_098l	467	0	750	0	1	10	7	OK
server_100	server_097	1079	0	1362	0	1	10	7	OK
server_100	server_098m	425	0	708	0	1	10	7	OK
server_098s	server_097	1079	0	1362	0	1	10	7	OK
server_098s	server_100	425	0	708	0	1	10	7	OK
server_098u	server_097	1079	0	1506	296	2	12	7	OK
server_098u	server_098s	425	0	852	888	2	12	7	OK
server_101	server_097	1205	0	1702	132	2	14	7	OK
server_101	server_098u	692	0	1087	0	1	14	7	OK
server_098za	server_097	1079	0	1401	133	2	9	7	OK
server_098za	server_101	692	0	883	0	1	9	7	OK
server_101k	server_097	1079	0	1423	275	2	8	7	OK
server_101k	server_098za	383	0	553	0	1	8	7	OK
server_102	server_097	1079	0	1328	0	1	7	7	OK
server_102	server_101k	398	0	597	0	1	7	7	OK
server_110pre1	server_097	1199	0	1370	0	1	6	7	OK
server_110pre1	server_102	349	0	520	0	1	6	7	OK
server_097c	server_097	1079	0	1573	0	1	14	7	OK
server_097c	server_097	1079	0	1573	0	1	14	7	OK
server_097e	server_097	1079	0	1573	0	1	14	7	OK
server_097e	server_097c	791	0	1285	0	1	14	7	OK
server_098l	server_097	1079	0	1390	0	1	11	7	OK
server_098l	server_097e	890	0	1201	0	1	11	7	OK
server_098m	server_097	1079	0	1362	0	1	10	7	OK
server_098m	server_098l	467	0	750	0	1	10	7	OK
server_100	server_097	1079	0	1362	0	1	10	7	OK
server_100	server_098m	425	0	708	0	1	10	7	OK
server_098s	server_097	1079	0	1362	0	1	10	7	OK
server_098s	server_100	425	0	708	0	1	10	7	OK
server_098u	server_097	1079	0	1506	46	2	12	7	OK
server_098u	server_098s	425	0	852	491	2	12	7	OK
server_101	server_097	1205	0	1702	22	2	14	7	OK
server_101	server_098u	692	0	1087	0	1	14	7	OK
server_098za	server_097	1079	0	1401	400	2	9	7	OK
server_098za	server_101	692	0	883	0	1	9	7	OK
server_101k	server_097	1079	0	1423	58	2	8	7	OK
server_101k	server_098za	383	0	553	0	1	8	7	OK
server_102	server_097	1079	0	1328	0	1	7	7	OK
server_102	server_101k	398	0	597	0	1	7	7	OK
server_110pre1	server_097	1199	0	1370	0	1	6	7	OK
server_110pre1	server_102	349	0	520	0	1	6	7	OK
server_097c	server_097	1079	0	1573	0	1	14	7	OK
server_097c	server_097	1079	0	1573	0	1	14	7	OK
server_097e	server_097	1079	0	1573	0	1	14	7	OK
server_097e	server_097c	791	0	1285	0	1	14	7	OK
server_098l	server_097	1079	0	1390	0	1	11	7	OK
server_098l	server_097e	890	0	1201	0	1	11	7	OK
server_098m	server_097	1079	0	1362	0	1	10	7	OK
server_098m	server_098l	467	0	750	0	1	10	7	OK
server_100	server_097	1079	0	1362	0	1	10	7	OK
server_100	server_098m	425	0	708	0	1	10	7	OK
server_098s	server_097	1079	0	1362	0	1	10	7	OK
server_098s	server_100	425	0	708	0	1	10	7	OK
server_098u	server_097	1079	0	1506	35	2	12	7	OK
server_098u	server_098s	425	0	852	121	2	12	7	OK
server_101	server_097	1205	0	1702	82	2	14	7	OK
server_101	server_098u	692	0	1087	0	1	14	7	OK
server_098za	server_097	1079	0	1401	45	2	9	7	OK
server_098za	server_101	692	0	883	0	1	9	7	OK
server_101k	server_097	1079	0	1423	70	2	8	7	OK
server_101k	server_098za	383	0	553	0	1	8	7	OK
server_102	server_097	1079	0	1328	0	1	7	7	OK
server_102	server_101k	398	0	597	0	1	7	7	OK
server_110pre1	server_097	1199	0	1370	0	1	6	7	OK
server_110pre1	server_102	349	0	520	0	1	6	7	OK
server_097c	server_097	1079	0	1573	0	1	14	7	OK
server_097c	server_097	1079	0	1573	0	1	14	7	OK
server_097e	server_097	1079	0	1573	0	1	14	7	OK
server_097e	server_097c	791	0	1285	0	1	14	7	OK
server_098l	server_097	1079	0	1390	0	1	11	7	OK
server_098l	server_097e	890	0	1201	0	1	11	7	OK
server_098m	server_097	1079	0	1362	0	1	10	7	OK
server_098m	server_098l	467	0	750	0	1	10	7	OK
server_100	server_097	1079	0	1362	0	1	10	7	OK
server_100	server_098m	425	0	708	0	1	10	7	OK
server_098s	server_097	1079	0	1362	0	1	10	7	OK
server_098s	server_100	425	0	708	0	1	10	7	OK
server_098u	server_097	1079	0	1594	1365	3	12	7	OK
server_098u	server_098s	425	0	852	23	2	12	7	OK
server_101	server_097	1205	0	1702	498	2	14	7	OK
server_101	server_098u	692	0	1087	0	1	14	7	OK
server_098za	server_097	1079	0	1401	452	2	9	7	OK
server_098za	server_101	692	0	883	0	1	9	7	OK
server_101k	server_097	1079	0	1423	183	2	8	7	OK
server_101k	server_098za	383	0	553	0	1	8	7	OK
server_102	server_097	1079	0	1328	0	1	7	7	OK
server_102	server_101k	398	0	597	0	1	7	7	OK
server_110pre1	server_097	1199	0	1370	0	1	6	7	OK
server_110pre1	server_102	349	0	520	0	1	6	7	OK
server_097c	server_097	1079	0	1573	0	1	14	7	OK
server_097c	server_097	1079	0	1573	0	1	14	7	OK
server_097e	server_097	1079	0	1573	0	1	14	7	OK
server_097e	server_097c	791	0	1285	0	1	14	7	OK
server_098l	server_097	1079	0	1390	0	1	11	7	OK
server_098l	server_097e	890	0	1201	0	1	11	7	OK
server_098m	server_097	1079	0	1362	0	1	10	7	OK
server_098m	server_098l	467	0	750	0	1	10	7	OK
server_100	server_097	1079	0	1362	0	1	10	7	OK
server_100	server_098m	425	0	708	0	1	10	7	OK
server_098s	server_097	1079	0	1362	0	1	10	7	OK
server_098s	server_100	425	0	708	0	1	10	7	OK
server_098u	server_097	1079	0	1506	814	2	12	7	OK
server_098u	server_098s	425	0	852	159	2	12	7	OK
server_101	server_097	1205	0	1702	54	2	14	7	OK
server_101	server_098u	692	0	1087	0	1	14	7	OK
server_098za	server_097	1079	0	1401	359	2	9	7	OK
server_098za	server_101	692	0	883	0	1	9	7	OK
server_101k	server_097	1079	0	1423	49	2	8	7	OK
server_101k	server_098za	383	0	553	0	1	8	7	OK
server_102	server_097	1079	0	1328	0	1	7	7	OK
server_102	server_101k	398	0	597	0	1	7	7	OK
server_110pre1	server_097	1199	0	1370	0	1	6	7	OK
server_110pre1	server_102	349	0	520	0	1	6	7	OK
server_097c	server_097	1079	0	1573	0	1	14	7	OK
server_097c	server_097	1079	0	1573	0	1	14	7	OK
server_097e	server_097	1079	0	1573	0	1	14	7	OK
server_097e	server_097c	791	0	1285	0	1	14	7	OK
server_098l	server_097	1079	0	1390	0	1	11	7	OK
server_098l	server_097e	890	0	1201	0	1	11	7	OK
server_098m	server_097	1079	0	1362	0	1	10	7	OK
server_098m	server_098l	467	0	750	0	1	10	7	OK
server_100	server_097	1079	0	1362	0	1	10	7	OK
server_100	server_098m	425	0	708	0	1	10	7	OK
server_098s	server_097	1079	0	1362	0	1	10	7	OK
server_098s	server_100	425	0	708	0	1	10	7	OK
server_098u	server_097	1079	0	1506	16	2	12	7	OK
server_098u	server_098s	425	0	852	244	2	12	7	OK
server_101	server_097	1205	0	1702	152	2	14	7	OK
server_101	server_098u	692	0	1087	0	1	14	7	OK
server_098za	server_097	1079	0	1401	396	2	9	7	OK
server_098za	server_101	692	0	883	0	1	9	7	OK
server_101k	server_097	1079	0	1423	78	2	8	7	OK
server_101k	server_098za	383	0	553	0	1	8	7	OK
server_102	server_097	1079	0	1328	0	1	7	7	OK
server_102	server_101k	398	0	597	0	1	7	7	OK
server_110pre1	server_097	1199	0	1370	0	1	6	7	OK
server_110pre1	server_102	349	0	520	0	1	6	7	OK
server_097c	server_097	1079	0	1573	0	1	14	7	OK
server_097c	server_097	1079	0	1573	0	1	14	7	OK
server_097e	server_097	1079	0	1573	0	1	14	7	OK
server_097e	server_097c	791	0	1285	0	1	14	7	OK
server_098l	server_097	1079	0	1390	0	1	11	7	OK
server_098l	server_097e	890	0	1201	0	1	11	7	OK
server_098m	server_097	1079	0	1362	0	1	10	7	OK
server_098m	server_098l	467	0	750	0	1	10	7	OK
server_100	server_097	1079	0	1362	0	1	10	7	OK
server_100	server_098m	425	0	708	0	1	10	7	OK
server_098s	server_097	1079	0	1362	0	1	10	7	OK
server_098s	server_100	425	0	708	0	1	10	7	OK
server_098u	server_097	1079	0	1507	583	2	12	7	OK
server_098u	server_098s	425	0	941	1050	3	12	7	OK
server_101	server_097	1205	0	1702	64	2	14	7	OK
server_101	server_098u	692	0	1087	0	1	14	7	OK
server_098za	server_097	1079	0	1401	37	2	9	7	OK
server_098za	server_101	692	0	883	0	1	9	7	OK
server_101k	server_097	1079	0	1423	29	2	8	7	OK
server_101k	server_098za	383	0	553	0	1	8	7	OK
server_102	server_097	1079	0	1328	0	1	7	7	OK
server_102	server_101k	398	0	597	0	1	7	7	OK
server_110pre1	server_097	1199	0	1370	0	1	6	7	OK
server_110pre1	server_102	349	0	520	0	1	6	7	OK
server_097c	server_097	1079	0	1573	0	1	14	7	OK
server_097c	server_097	1079	0	1573	0	1	14	7	OK
server_097e	server_097	1079	0	1573	0	1	14	7	OK
server_097e	server_097c	791	0	1285	0	1	14	7	OK
server_098l	server_097	1079	0	1390	0	1	11	7	OK
server_098l	server_097e	890	0	1201	0	1	11	7	OK
server_098m	server_097	1079	0	1362	0	1	10	7	OK
server_098m	server_098l	467	0	750	0	1	10	7	OK
server_100	server_097	1079	0	1362	0	1	10	7	OK
server_100	server_098m	425	0	708	0	1	10	7	OK
server_098s	server_097	1079	0	1362	0	1	10	7	OK
server_098s	server_100	425	0	708	0	1	10	7	OK
